persona;producto;cantidad;esDevolucion
Diana;Zapatos;5;Cierto
Charlie;Pantalones;9;Falso
Eve;Calcetines;16;Falso
Bob;Zapatos;15;Falso
Frank;Camiseta;40;Falso
Bob;Sombrero;42;Falso
Bob;Camiseta;14;Falso
Bob;Sombrero;5;Falso
Bob;Chaqueta;42;Falso
Diana;Pantalones;35;Falso
Charlie;Calcetines;48;Falso
Frank;Calcetines;19;Falso
Eve;Pantalones;13;Cierto
Jack;Camiseta;6;Falso
Hector;Pantalones;42;Falso
Bob;Zapatos;32;Falso
Diana;Calcetines;41;Falso
Alice;Gorra;25;Falso
Bob;Chaqueta;40;Falso
Alice;Zapatos;29;Falso
Eve;Camiseta;44;Falso
Charlie;Gorra;9;Falso
Grace;Bufanda;40;Falso
Hector;Zapatos;46;Falso
Alice;Pantalones;24;Falso
Charlie;Sombrero;7;Cierto
Charlie;Chaqueta;38;Falso
Charlie;Chaqueta;20;Falso
Grace;Camiseta;30;Falso
Hector;Zapatos;23;Falso
Jack;Pantalones;24;Falso
Irene;Bufanda;31;Cierto
Frank;Sombrero;14;Cierto
Hector;Pantalones;13;Falso
Charlie;Gorra;44;Falso
Grace;Sombrero;7;Falso
Hector;Zapatos;43;Falso
Jack;Gorra;22;Cierto
Eve;Camiseta;26;Falso
Jack;Pantalones;48;Falso
Irene;Gorra;28;Falso
Alice;Sombrero;6;Falso
Diana;Pantalones;49;Falso
Alice;Chaqueta;28;Falso
Hector;Pantalones;47;Cierto
Frank;Bufanda;36;Falso
Eve;Bufanda;8;Falso
Alice;Chaqueta;28;Cierto
Frank;Bufanda;24;Falso
Diana;Pantalones;49;Falso
Jack;Camiseta;20;Falso
Irene;Camiseta;27;Falso
Alice;Sombrero;12;Falso
Frank;Zapatos;14;Falso
Hector;Pantalones;40;Falso
Diana;Zapatos;17;Falso
Jack;Camiseta;8;Falso
Alice;Pantalones;7;Falso
Charlie;Sombrero;18;Falso
Eve;Sombrero;38;Falso
Alice;Sombrero;18;Cierto
Eve;Calcetines;38;Falso
Grace;Chaqueta;43;Falso
Alice;Sombrero;34;Falso
Eve;Chaqueta;21;Falso
Diana;Chaqueta;25;Falso
Charlie;Sombrero;33;Falso
Irene;Sombrero;41;Falso
Irene;Camiseta;28;Cierto
Frank;Gorra;39;Cierto
Alice;Pantalones;37;Cierto
Grace;Sombrero;5;Falso
Charlie;Chaqueta;48;Falso
Grace;Sombrero;47;Falso
Diana;Camiseta;35;Cierto
Frank;Zapatos;24;Falso
Hector;Gorra;47;Falso
Alice;Sombrero;25;Falso
Grace;Bufanda;27;Falso
Frank;Sombrero;9;Falso
Diana;Camiseta;21;Cierto
Hector;Pantalones;9;Falso
Hector;Calcetines;44;Cierto
Charlie;Bufanda;21;Falso
Bob;Gorra;22;Falso
Jack;Camiseta;49;Falso
Bob;Pantalones;30;Falso
Jack;Sombrero;13;Falso
Jack;Pantalones;40;Falso
Diana;Zapatos;37;Falso
Alice;Zapatos;14;Cierto
Grace;Pantalones;14;Falso
Frank;Gorra;29;Cierto
Frank;Sombrero;27;Falso
Eve;Camiseta;46;Falso
Irene;Sombrero;44;Falso
Charlie;Camiseta;24;Falso
Bob;Chaqueta;17;Falso
Jack;Calcetines;33;Falso
Hector;Camiseta;11;Falso
Diana;Zapatos;50;Falso
Bob;Sombrero;39;Falso
Charlie;Bufanda;48;Falso
Eve;Sombrero;46;Falso
Jack;Zapatos;40;Falso
Hector;Sombrero;27;Falso
Frank;Sombrero;42;Falso
Jack;Gorra;48;Falso
Jack;Pantalones;44;Falso
Charlie;Camiseta;38;Falso
Jack;Camiseta;49;Falso
Alice;Calcetines;6;Cierto
Diana;Gorra;47;Falso
Hector;Zapatos;9;Falso
Grace;Gorra;11;Falso
Frank;Camiseta;10;Falso
Irene;Gorra;34;Falso
Jack;Zapatos;15;Cierto
Grace;Zapatos;24;Falso
Charlie;Camiseta;33;Falso
Frank;Bufanda;8;Falso
Frank;Camiseta;47;Falso
Diana;Bufanda;20;Cierto
Grace;Zapatos;45;Falso
Diana;Gorra;17;Falso
Bob;Calcetines;39;Falso
Alice;Camiseta;31;Falso
Charlie;Gorra;24;Cierto
Jack;Camiseta;47;Falso
Jack;Sombrero;40;Falso
Frank;Camiseta;25;Falso
Alice;Calcetines;16;Falso
Hector;Bufanda;48;Falso
Grace;Calcetines;26;Cierto
Grace;Chaqueta;47;Falso
Hector;Calcetines;31;Falso
Frank;Sombrero;14;Falso
Charlie;Calcetines;22;Falso
Jack;Bufanda;7;Falso
Frank;Gorra;21;Cierto
Charlie;Camiseta;30;Falso
Charlie;Chaqueta;16;Falso
Eve;Sombrero;27;Falso
Eve;Chaqueta;39;Falso
Diana;Gorra;29;Falso
Bob;Camiseta;11;Falso
Diana;Pantalones;35;Falso
Bob;Calcetines;42;Falso
Diana;Calcetines;19;Cierto
Eve;Gorra;30;Cierto
Jack;Chaqueta;24;Falso
Hector;Sombrero;15;Cierto
Hector;Zapatos;44;Falso
Jack;Chaqueta;28;Falso
Charlie;Pantalones;5;Falso
Grace;Gorra;31;Falso
Irene;Bufanda;20;Falso
Eve;Pantalones;17;Falso
Irene;Bufanda;30;Falso
Diana;Sombrero;27;Cierto
Charlie;Bufanda;24;Falso
Frank;Camiseta;39;Falso
Jack;Bufanda;8;Cierto
Charlie;Calcetines;41;Falso
Hector;Pantalones;10;Falso
Jack;Calcetines;13;Falso
Bob;Zapatos;22;Falso
Charlie;Gorra;15;Falso
Jack;Calcetines;12;Falso
Diana;Camiseta;8;Falso
Jack;Zapatos;27;Cierto
Diana;Pantalones;13;Falso
Irene;Camiseta;33;Falso
Alice;Chaqueta;10;Falso
Alice;Sombrero;46;Falso
Alice;Camiseta;12;Falso
Charlie;Bufanda;44;Falso
Grace;Calcetines;16;Falso
Hector;Sombrero;6;Falso
Frank;Gorra;23;Falso
Alice;Sombrero;49;Falso
Frank;Pantalones;20;Cierto
Grace;Calcetines;39;Falso
Alice;Sombrero;34;Falso
Jack;Bufanda;26;Falso
Grace;Pantalones;44;Falso
Eve;Camiseta;14;Falso
Alice;Gorra;27;Falso
Grace;Zapatos;22;Cierto
Alice;Chaqueta;17;Falso
Irene;Sombrero;45;Falso
Hector;Pantalones;22;Falso
Irene;Chaqueta;8;Cierto
Grace;Camiseta;47;Falso
Bob;Calcetines;41;Falso
Jack;Calcetines;5;Falso
Hector;Calcetines;13;Falso
Jack;Chaqueta;28;Falso
Charlie;Chaqueta;19;Falso
Jack;Pantalones;41;Falso
Jack;Zapatos;13;Falso
Jack;Zapatos;32;Falso
Eve;Pantalones;47;Falso
Diana;Calcetines;31;Falso
Charlie;Camiseta;14;Falso
Bob;Bufanda;25;Cierto
Hector;Sombrero;17;Falso
Jack;Pantalones;29;Falso
Bob;Chaqueta;36;Falso
Bob;Pantalones;29;Falso
Diana;Calcetines;22;Falso
Alice;Camiseta;23;Falso
Jack;Pantalones;42;Falso
Irene;Chaqueta;21;Falso
Frank;Sombrero;22;Falso
Grace;Zapatos;49;Falso
Irene;Chaqueta;38;Falso
Hector;Calcetines;34;Cierto
Diana;Gorra;39;Falso
Charlie;Gorra;31;Falso
Grace;Bufanda;27;Falso
Diana;Pantalones;39;Cierto
Frank;Camiseta;49;Falso
Frank;Sombrero;19;Falso
Grace;Zapatos;13;Cierto
Irene;Gorra;13;Falso
Alice;Zapatos;31;Falso
Charlie;Zapatos;11;Falso
Irene;Gorra;7;Falso
Bob;Pantalones;40;Falso
Frank;Pantalones;44;Cierto
Frank;Chaqueta;15;Falso
Charlie;Gorra;30;Cierto
Irene;Gorra;26;Cierto
Frank;Gorra;26;Falso
Diana;Sombrero;10;Falso
Charlie;Calcetines;11;Falso
Grace;Pantalones;33;Falso
Hector;Chaqueta;32;Falso
Bob;Pantalones;30;Falso
Frank;Zapatos;5;Cierto
Jack;Gorra;33;Falso
Eve;Pantalones;46;Falso
Hector;Bufanda;29;Falso
Frank;Chaqueta;20;Falso
Hector;Gorra;15;Falso
Charlie;Camiseta;29;Falso
Diana;Sombrero;49;Falso
Charlie;Zapatos;16;Falso
Frank;Gorra;50;Falso
Eve;Calcetines;19;Cierto
Diana;Camiseta;31;Cierto
Hector;Camiseta;44;Cierto
Charlie;Calcetines;34;Falso
Grace;Gorra;36;Falso
Irene;Chaqueta;35;Falso
Bob;Calcetines;26;Falso
Jack;Zapatos;16;Falso
Irene;Sombrero;32;Cierto
Charlie;Bufanda;15;Falso
Eve;Zapatos;16;Falso
Jack;Calcetines;42;Falso
Irene;Zapatos;42;Falso
Grace;Camiseta;48;Falso
Hector;Sombrero;20;Falso
Grace;Bufanda;9;Falso
Irene;Camiseta;17;Falso
Alice;Calcetines;38;Falso
Alice;Pantalones;25;Falso
Diana;Bufanda;12;Falso
Jack;Sombrero;50;Falso
Hector;Chaqueta;27;Falso
Frank;Pantalones;32;Cierto
Frank;Zapatos;7;Falso
Alice;Calcetines;29;Falso
Frank;Chaqueta;42;Falso
Hector;Camiseta;14;Falso
Charlie;Bufanda;19;Falso
Diana;Pantalones;7;Falso
Diana;Zapatos;30;Falso
Charlie;Sombrero;32;Falso
Grace;Chaqueta;31;Falso
Charlie;Zapatos;12;Falso
Charlie;Sombrero;45;Falso
Alice;Camiseta;11;Cierto
Diana;Chaqueta;20;Falso
Alice;Camiseta;26;Falso
Frank;Sombrero;38;Cierto
Charlie;Gorra;11;Falso
Bob;Chaqueta;37;Falso
Grace;Calcetines;9;Falso
Jack;Chaqueta;41;Cierto
Charlie;Sombrero;6;Cierto
Bob;Pantalones;43;Cierto
Grace;Calcetines;28;Falso
Diana;Gorra;41;Falso
Jack;Pantalones;34;Falso
Alice;Calcetines;39;Falso
Grace;Calcetines;41;Falso
Frank;Sombrero;20;Falso
Hector;Sombrero;32;Falso
Diana;Zapatos;39;Falso
Alice;Sombrero;40;Falso
Frank;Pantalones;30;Cierto
Eve;Bufanda;35;Falso
Alice;Sombrero;29;Falso
Charlie;Camiseta;13;Falso
Jack;Bufanda;40;Falso
Grace;Bufanda;42;Falso
Alice;Gorra;48;Falso
Frank;Camiseta;18;Cierto
Irene;Chaqueta;49;Falso
Diana;Pantalones;10;Falso
Frank;Gorra;31;Cierto
Diana;Gorra;36;Falso
Charlie;Chaqueta;43;Falso
Frank;Pantalones;27;Falso
Grace;Calcetines;11;Cierto
Irene;Camiseta;37;Falso
Frank;Bufanda;33;Falso
Diana;Calcetines;27;Falso
Grace;Sombrero;45;Falso
Jack;Sombrero;25;Falso
Jack;Gorra;16;Falso
Hector;Bufanda;11;Falso
Diana;Bufanda;12;Falso
Frank;Chaqueta;10;Falso
Grace;Calcetines;16;Cierto
Diana;Camiseta;19;Falso
Alice;Gorra;43;Falso
Hector;Calcetines;11;Falso
Diana;Sombrero;22;Falso
Hector;Pantalones;13;Falso
Grace;Sombrero;40;Falso
Jack;Gorra;32;Falso
Irene;Chaqueta;18;Falso
Frank;Chaqueta;30;Falso
Jack;Calcetines;22;Falso
Alice;Zapatos;23;Falso
Charlie;Zapatos;37;Falso
Bob;Gorra;5;Cierto
Diana;Bufanda;23;Falso
Charlie;Calcetines;33;Falso
Frank;Bufanda;45;Falso
Hector;Chaqueta;32;Falso
Irene;Bufanda;26;Falso
Eve;Zapatos;16;Falso
Diana;Gorra;40;Falso
Irene;Sombrero;12;Falso
Grace;Camiseta;45;Falso
Charlie;Pantalones;34;Falso
Jack;Pantalones;38;Falso
Irene;Pantalones;22;Cierto
Frank;Sombrero;32;Falso
Grace;Gorra;48;Cierto
Charlie;Camiseta;22;Falso
Diana;Sombrero;38;Falso
Hector;Camiseta;39;Falso
Frank;Zapatos;7;Falso
Alice;Pantalones;20;Falso
Jack;Pantalones;49;Cierto
Charlie;Chaqueta;40;Falso
Eve;Zapatos;7;Falso
Diana;Zapatos;24;Cierto
Hector;Sombrero;24;Falso
Hector;Camiseta;19;Falso
Eve;Pantalones;31;Cierto
Charlie;Camiseta;39;Falso
Hector;Zapatos;31;Falso
Jack;Camiseta;14;Cierto
Hector;Gorra;43;Falso
Diana;Gorra;23;Falso
Charlie;Camiseta;49;Falso
Jack;Bufanda;48;Falso
Bob;Sombrero;16;Falso
Jack;Camiseta;13;Falso
Diana;Chaqueta;11;Cierto
Grace;Chaqueta;11;Falso
Irene;Calcetines;25;Falso
Bob;Chaqueta;40;Falso
Frank;Pantalones;23;Falso
Grace;Gorra;24;Falso
Hector;Sombrero;20;Falso
Bob;Bufanda;5;Falso
Frank;Pantalones;14;Falso
Bob;Camiseta;42;Falso
Bob;Chaqueta;14;Falso
Grace;Zapatos;25;Falso
Irene;Sombrero;47;Falso
Irene;Calcetines;21;Falso
Bob;Camiseta;47;Falso
Diana;Chaqueta;5;Falso
Eve;Calcetines;28;Falso
Grace;Pantalones;32;Falso
Eve;Pantalones;40;Falso
Diana;Chaqueta;30;Falso
Hector;Camiseta;9;Cierto
Alice;Chaqueta;34;Falso
Jack;Gorra;37;Falso
Irene;Camiseta;19;Cierto
Eve;Camiseta;14;Falso
Irene;Sombrero;16;Falso
Jack;Camiseta;12;Falso
Charlie;Bufanda;13;Falso
Grace;Zapatos;36;Falso
Irene;Gorra;24;Falso
Charlie;Camiseta;35;Falso
Alice;Camiseta;10;Falso
Irene;Sombrero;41;Falso
Grace;Bufanda;38;Falso
Irene;Chaqueta;18;Falso
Jack;Bufanda;35;Falso
Jack;Zapatos;20;Falso
Irene;Pantalones;25;Cierto
Bob;Sombrero;11;Falso
Hector;Zapatos;18;Cierto
Jack;Camiseta;13;Falso
Bob;Bufanda;27;Falso
Alice;Camiseta;14;Falso
Bob;Zapatos;14;Falso
Grace;Pantalones;48;Falso
Irene;Chaqueta;24;Falso
Grace;Zapatos;15;Falso
Bob;Zapatos;50;Falso
Grace;Chaqueta;44;Falso
Diana;Gorra;14;Falso
Irene;Calcetines;27;Falso
Eve;Pantalones;5;Falso
Jack;Sombrero;25;Falso
Grace;Zapatos;10;Falso
Grace;Camiseta;48;Falso
Jack;Gorra;34;Falso
Frank;Sombrero;48;Falso
Grace;Chaqueta;23;Falso
Grace;Camiseta;37;Falso
Grace;Gorra;19;Falso
Jack;Chaqueta;21;Falso
Frank;Sombrero;27;Falso
Frank;Camiseta;20;Cierto
Hector;Calcetines;35;Falso
Jack;Pantalones;33;Falso
Eve;Gorra;34;Falso
Irene;Zapatos;12;Falso
Alice;Zapatos;17;Falso
Eve;Chaqueta;20;Falso
Alice;Gorra;28;Falso
Diana;Camiseta;26;Falso
Irene;Gorra;25;Cierto
Grace;Camiseta;45;Falso
Diana;Gorra;33;Cierto
Alice;Sombrero;46;Cierto
Grace;Bufanda;28;Falso
Irene;Camiseta;15;Falso
Bob;Chaqueta;24;Cierto
Irene;Chaqueta;24;Falso
Jack;Camiseta;28;Falso
Jack;Calcetines;49;Cierto
Alice;Gorra;37;Falso
Frank;Calcetines;5;Falso
Charlie;Chaqueta;14;Falso
Frank;Chaqueta;42;Falso
Charlie;Zapatos;49;Falso
Jack;Camiseta;20;Falso
Charlie;Sombrero;9;Falso
Charlie;Bufanda;7;Cierto
Alice;Chaqueta;43;Falso
Irene;Gorra;43;Falso
Jack;Sombrero;29;Falso
Charlie;Camiseta;46;Falso
Frank;Gorra;27;Falso
Bob;Gorra;21;Falso
Grace;Gorra;24;Cierto
Alice;Bufanda;28;Falso
Irene;Camiseta;21;Falso
Grace;Calcetines;9;Falso
Grace;Calcetines;32;Falso
Eve;Zapatos;21;Falso
Hector;Chaqueta;25;Falso
Grace;Sombrero;6;Falso
Bob;Bufanda;16;Falso
Charlie;Pantalones;10;Falso
Charlie;Zapatos;31;Falso
Frank;Pantalones;24;Falso
Bob;Camiseta;6;Falso
Grace;Gorra;11;Falso
Bob;Pantalones;21;Falso
Alice;Chaqueta;16;Cierto
Grace;Pantalones;36;Falso
Charlie;Sombrero;33;Falso
Irene;Zapatos;50;Cierto
Bob;Pantalones;49;Cierto
Hector;Sombrero;15;Falso
Diana;Calcetines;49;Falso
Frank;Sombrero;19;Falso
Frank;Gorra;5;Falso
Eve;Sombrero;35;Falso
Irene;Gorra;21;Falso
Alice;Chaqueta;19;Falso
Jack;Chaqueta;45;Cierto
Bob;Sombrero;22;Falso
Charlie;Calcetines;7;Cierto
Eve;Camiseta;23;Falso
Bob;Gorra;25;Falso
Irene;Sombrero;17;Falso
Jack;Pantalones;25;Falso
Alice;Sombrero;32;Falso
Jack;Camiseta;21;Falso
Irene;Gorra;23;Falso
Alice;Gorra;32;Cierto
Charlie;Zapatos;30;Falso
Charlie;Zapatos;13;Falso
Jack;Sombrero;40;Falso
Alice;Sombrero;30;Falso
Frank;Bufanda;19;Falso
Alice;Pantalones;40;Falso
Jack;Bufanda;5;Falso
Grace;Zapatos;46;Falso
Frank;Pantalones;13;Falso
Hector;Sombrero;44;Cierto
Diana;Gorra;9;Falso
Frank;Pantalones;38;Falso
Jack;Bufanda;44;Cierto
Bob;Bufanda;33;Falso
Charlie;Zapatos;13;Falso
Jack;Pantalones;46;Falso
Bob;Gorra;5;Falso
Jack;Chaqueta;16;Cierto
Grace;Sombrero;13;Falso
Irene;Zapatos;21;Falso
Alice;Camiseta;48;Falso
Bob;Pantalones;11;Falso
Grace;Camiseta;32;Falso
Irene;Calcetines;43;Falso
Bob;Calcetines;44;Falso
Charlie;Gorra;10;Falso
Jack;Calcetines;50;Cierto
Bob;Zapatos;27;Falso
Charlie;Gorra;47;Falso
Diana;Bufanda;26;Falso
Irene;Pantalones;16;Falso
Irene;Sombrero;10;Falso
Frank;Pantalones;38;Falso
Bob;Sombrero;25;Falso
Charlie;Chaqueta;12;Falso
Hector;Bufanda;48;Falso
Hector;Chaqueta;43;Falso
Alice;Calcetines;5;Falso
Frank;Pantalones;42;Falso
Charlie;Sombrero;21;Falso
Hector;Sombrero;14;Falso
Charlie;Chaqueta;30;Falso
Frank;Gorra;38;Falso
Hector;Sombrero;42;Falso
Hector;Pantalones;45;Falso
Bob;Calcetines;31;Falso
Alice;Chaqueta;36;Falso
Bob;Chaqueta;44;Falso
Irene;Gorra;41;Falso
Diana;Calcetines;26;Falso
Eve;Bufanda;41;Falso
Frank;Chaqueta;17;Falso
Jack;Camiseta;45;Cierto
Eve;Camiseta;21;Falso
Eve;Sombrero;39;Falso
Diana;Camiseta;32;Falso
Charlie;Gorra;6;Falso
Diana;Gorra;39;Falso
Alice;Zapatos;36;Falso
Irene;Gorra;42;Cierto
Frank;Chaqueta;29;Cierto
Jack;Camiseta;38;Cierto
Diana;Sombrero;10;Falso
Diana;Camiseta;40;Falso
Irene;Gorra;21;Falso
Jack;Pantalones;18;Falso
Grace;Camiseta;8;Falso
Irene;Gorra;28;Falso
Diana;Calcetines;34;Falso
Frank;Sombrero;31;Falso
Charlie;Zapatos;36;Falso
Eve;Gorra;31;Falso
Charlie;Bufanda;46;Falso
Jack;Chaqueta;41;Falso
Hector;Calcetines;25;Falso
Irene;Bufanda;32;Falso
Grace;Sombrero;25;Falso
Grace;Calcetines;30;Falso
Jack;Chaqueta;43;Falso
Irene;Pantalones;17;Falso
Frank;Zapatos;48;Falso
Diana;Bufanda;46;Cierto
Diana;Zapatos;5;Falso
Grace;Gorra;26;Falso
Eve;Gorra;11;Falso
Alice;Camiseta;26;Falso
Charlie;Pantalones;34;Falso
Charlie;Pantalones;41;Falso
Charlie;Zapatos;29;Falso
Irene;Zapatos;38;Cierto
Alice;Camiseta;28;Falso
Eve;Pantalones;5;Falso
Charlie;Sombrero;48;Falso
Grace;Zapatos;48;Falso
Frank;Gorra;48;Falso
Grace;Bufanda;40;Falso
Alice;Zapatos;45;Falso
Grace;Chaqueta;5;Falso
Frank;Calcetines;50;Falso
Charlie;Pantalones;8;Falso
Bob;Calcetines;38;Falso
Irene;Camiseta;33;Falso
Irene;Chaqueta;31;Falso
Bob;Zapatos;15;Falso
Bob;Calcetines;16;Falso
Hector;Calcetines;25;Falso
Grace;Bufanda;20;Falso
Jack;Camiseta;25;Falso
Eve;Bufanda;10;Cierto
Jack;Zapatos;41;Falso
Hector;Pantalones;26;Falso
Eve;Calcetines;17;Falso
Hector;Pantalones;43;Falso
Irene;Camiseta;14;Falso
Charlie;Gorra;49;Falso
Bob;Chaqueta;14;Falso
Hector;Gorra;23;Falso
Frank;Bufanda;11;Falso
Alice;Gorra;27;Cierto
Bob;Camiseta;8;Falso
Jack;Zapatos;46;Cierto
Jack;Zapatos;9;Falso
Bob;Chaqueta;14;Falso
Hector;Zapatos;32;Falso
Diana;Sombrero;43;Falso
Hector;Chaqueta;20;Cierto
Grace;Gorra;39;Falso
Alice;Chaqueta;21;Falso
Diana;Camiseta;27;Falso
Jack;Gorra;29;Falso
Frank;Bufanda;13;Falso
Jack;Bufanda;18;Falso
Irene;Pantalones;9;Cierto
Bob;Pantalones;42;Falso
Alice;Sombrero;16;Falso
Irene;Sombrero;45;Falso
Diana;Pantalones;8;Falso
Jack;Gorra;41;Falso
Diana;Sombrero;41;Falso
Hector;Bufanda;40;Falso
Frank;Chaqueta;12;Falso
Diana;Bufanda;36;Falso
Charlie;Bufanda;10;Falso
Charlie;Calcetines;10;Falso
Grace;Zapatos;30;Falso
Charlie;Chaqueta;6;Falso
Irene;Zapatos;6;Falso
Jack;Pantalones;21;Falso
Hector;Pantalones;48;Falso
Hector;Calcetines;17;Falso
Hector;Pantalones;46;Falso
Frank;Sombrero;13;Falso
Eve;Gorra;8;Falso
Irene;Zapatos;25;Cierto
Hector;Chaqueta;36;Falso
Alice;Gorra;27;Falso
Diana;Zapatos;22;Falso
Irene;Zapatos;50;Falso
Hector;Zapatos;35;Falso
Charlie;Calcetines;18;Cierto
Diana;Bufanda;45;Falso
Irene;Sombrero;45;Falso
Irene;Chaqueta;44;Falso
Alice;Calcetines;27;Falso
Alice;Sombrero;13;Falso
Charlie;Bufanda;32;Falso
Irene;Zapatos;12;Falso
Frank;Zapatos;30;Cierto
Irene;Camiseta;26;Falso
Irene;Bufanda;37;Falso
Irene;Bufanda;37;Falso
Bob;Bufanda;32;Falso
Jack;Bufanda;29;Falso
Hector;Bufanda;28;Falso
Diana;Bufanda;40;Cierto
Jack;Sombrero;32;Falso
Frank;Camiseta;33;Falso
Irene;Gorra;34;Cierto
Irene;Chaqueta;26;Falso
Diana;Gorra;43;Falso
Irene;Calcetines;20;Falso
Jack;Gorra;12;Falso
Diana;Pantalones;31;Falso
Bob;Sombrero;25;Cierto
Jack;Zapatos;30;Falso
Frank;Calcetines;20;Falso
Diana;Pantalones;28;Falso
Bob;Gorra;7;Falso
Alice;Pantalones;22;Falso
Alice;Pantalones;29;Cierto
Grace;Calcetines;21;Falso
Bob;Camiseta;16;Falso
Frank;Calcetines;33;Falso
Charlie;Bufanda;38;Falso
Jack;Bufanda;43;Cierto
Hector;Pantalones;9;Falso
Bob;Zapatos;8;Falso
Bob;Pantalones;16;Falso
Charlie;Pantalones;42;Falso
Bob;Bufanda;9;Falso
Grace;Sombrero;25;Falso
Hector;Camiseta;5;Falso
Eve;Pantalones;39;Falso
Irene;Camiseta;37;Falso
Frank;Gorra;20;Falso
Bob;Bufanda;50;Falso
Eve;Bufanda;36;Falso
Diana;Pantalones;42;Falso
Jack;Sombrero;13;Falso
Bob;Calcetines;29;Falso
Eve;Chaqueta;41;Falso
Frank;Calcetines;7;Falso
Alice;Calcetines;33;Falso
Bob;Pantalones;50;Cierto
Alice;Zapatos;19;Falso
Grace;Bufanda;7;Falso
Irene;Calcetines;29;Falso
Bob;Pantalones;31;Falso
Diana;Zapatos;14;Falso
Eve;Pantalones;40;Falso
Alice;Pantalones;22;Cierto
Charlie;Camiseta;32;Falso
Hector;Gorra;32;Falso
Diana;Pantalones;25;Falso
Eve;Calcetines;43;Falso
Irene;Gorra;35;Cierto
Irene;Chaqueta;44;Falso
Eve;Pantalones;43;Falso
Grace;Chaqueta;6;Cierto
Diana;Bufanda;36;Falso
Alice;Bufanda;26;Falso
Alice;Zapatos;48;Falso
Grace;Sombrero;9;Falso
Hector;Gorra;15;Falso
Diana;Chaqueta;25;Falso
Alice;Pantalones;9;Falso
Grace;Sombrero;28;Falso
Frank;Zapatos;18;Falso
Alice;Chaqueta;28;Falso
Frank;Gorra;5;Falso
Diana;Camiseta;26;Falso
Grace;Zapatos;27;Falso
Bob;Chaqueta;41;Falso
Charlie;Sombrero;20;Falso
Grace;Chaqueta;19;Falso
Diana;Pantalones;48;Falso
Jack;Pantalones;12;Falso
Diana;Sombrero;43;Falso
Eve;Chaqueta;49;Cierto
Bob;Chaqueta;50;Falso
Jack;Zapatos;24;Falso
Jack;Gorra;38;Falso
Diana;Sombrero;46;Falso
Diana;Sombrero;19;Falso
Bob;Sombrero;38;Falso
Charlie;Chaqueta;40;Falso
Jack;Calcetines;23;Falso
Eve;Chaqueta;8;Falso
Eve;Sombrero;11;Falso
Charlie;Sombrero;11;Cierto
Grace;Bufanda;35;Falso
Alice;Zapatos;48;Falso
Irene;Camiseta;41;Falso
Bob;Calcetines;14;Cierto
Hector;Sombrero;10;Falso
Grace;Zapatos;13;Falso
Hector;Gorra;27;Falso
Jack;Bufanda;24;Falso
Jack;Chaqueta;26;Falso
Charlie;Sombrero;14;Falso
Eve;Zapatos;9;Falso
Irene;Chaqueta;34;Falso
Eve;Sombrero;25;Cierto
Alice;Zapatos;47;Falso
Bob;Chaqueta;11;Cierto
Charlie;Calcetines;12;Falso
Eve;Chaqueta;6;Falso
Irene;Calcetines;19;Falso
Jack;Calcetines;33;Falso
Eve;Camiseta;7;Falso
Diana;Gorra;11;Falso
Frank;Zapatos;32;Falso
Eve;Gorra;31;Falso
Bob;Chaqueta;45;Falso
Jack;Sombrero;10;Falso
Diana;Bufanda;44;Falso
Hector;Gorra;41;Falso
Bob;Chaqueta;13;Falso
Irene;Calcetines;32;Falso
Eve;Bufanda;10;Falso
Irene;Zapatos;15;Cierto
Eve;Chaqueta;24;Falso
Eve;Gorra;22;Cierto
Hector;Calcetines;12;Falso
Jack;Sombrero;41;Falso
Eve;Sombrero;45;Falso
Charlie;Gorra;26;Falso
Jack;Gorra;34;Falso
Eve;Chaqueta;20;Falso
Diana;Camiseta;39;Falso
Eve;Zapatos;35;Falso
Bob;Pantalones;47;Falso
Grace;Camiseta;29;Falso
Frank;Gorra;22;Falso
Diana;Camiseta;9;Falso
Irene;Camiseta;50;Falso
Alice;Gorra;9;Falso
Alice;Camiseta;16;Falso
Grace;Chaqueta;5;Falso
Frank;Chaqueta;5;Falso
Alice;Zapatos;45;Falso
Charlie;Gorra;43;Falso
Diana;Pantalones;23;Cierto
Alice;Pantalones;44;Cierto
Alice;Zapatos;35;Cierto
Hector;Gorra;28;Cierto
Eve;Pantalones;14;Falso
Alice;Calcetines;48;Falso
Frank;Chaqueta;31;Falso
Alice;Zapatos;20;Falso
Grace;Gorra;44;Falso
Hector;Camiseta;20;Falso
Charlie;Calcetines;42;Cierto
Jack;Chaqueta;33;Falso
Grace;Calcetines;28;Falso
Diana;Bufanda;6;Falso
Diana;Sombrero;50;Falso
Eve;Calcetines;43;Cierto
Eve;Camiseta;40;Falso
Charlie;Calcetines;19;Cierto
Charlie;Chaqueta;40;Falso
Bob;Camiseta;31;Falso
Alice;Sombrero;18;Falso
Eve;Bufanda;17;Falso
Hector;Camiseta;24;Falso
Irene;Gorra;30;Falso
Alice;Bufanda;6;Falso
Irene;Zapatos;5;Falso
Diana;Zapatos;7;Falso
Irene;Gorra;24;Falso
Grace;Chaqueta;35;Falso
Diana;Pantalones;28;Falso
Alice;Camiseta;5;Falso
Grace;Sombrero;16;Falso
Bob;Camiseta;37;Falso
Hector;Chaqueta;35;Falso
Bob;Sombrero;8;Falso
Irene;Calcetines;14;Falso
Jack;Pantalones;23;Falso
Alice;Sombrero;24;Falso
Alice;Bufanda;40;Falso
